Comment,Label
Throwpathi na magabharathathula pancha pantavargal manaivithane?,NON_HATE
who won makeup challenge ? Like =       Kangana makeup comment =  Ranu Mondal makeup 🤣🤣🤣🤣🤣,NON_HATE
Intha Super Star thaaan engaluku venum  90's kids fav,NON_HATE
Rajni sir looking so..young wowwww 🤩,NON_HATE
திரௌபதி டிரைலர் எதிர்பார்த்ததை விட மக்கள் மத்தியில் அதிக தாக்கத்தை ஏற்படுத்தி உள்ளது. பெற்றோர்களின் மனங்களில் மிக ஆழமாகவே ஊடுருவி விட்டாள் இந்த நவீன திரௌபதி..   நன்றிகள்  திரு.மோகன் சார்,NON_HATE
தோழரே ஆகஸ்ட் மாதம் இந்தப் படத்தை வெளியிட்டார் என்ன ஒரு பிரயோஜனம் அதுவே இந்த எலக்சனுக்கு புள்ள வெளியிட்டார் உங்களால ஒரு 80 ஆயிரம் பேராவது திருந்துவாங்க பணம் மட்டும் சம்பாதிக்க போதாது நான் சொல்வது புரியுதுங்களா,HATE
"Marana waiting for Simbu,Sethupathi & Arvindh Samy...",NON_HATE
Kannada d boss fans Hit like......,NON_HATE
Kathir thambi bigila oru varushum kalichi endhiruchi teengala,HATE
"Naan Goundar illa,Thevar illa,Vanniyar illa  But Naan kannu munnadi paaththu irukken........intha SC per a solli etthana ponnungala nasam pannirukkaan .....innum love nu per la ponnunga vaazhkkai ya nasam pannittu irukkaanunga  I'm against cate discrimination......at the same time,  I'm against Reservation and drama love too",HATE
"neenga mokka padam release panna, yen da mersal matheri nalla movie kevalapadutherenga , 1st anatha matheri story unga vaal nal la one time ah panrathukavathu ungalukellam arugathai irukkaaa",HATE
பெண்ணை  பெத்த அப்பாக்கு தான் தெரியும் இதன் வலி.... ஒரு நாள் வலி இல்ல சாகும் வரை வலி.... சாதி சாயம்  பூச  வேண்டாம்.,NON_HATE
Simbu kum vjs kum movie la fight vantha verrrrrrrrrrrrrraaaa levelllllla irukum top Tucker doi,NON_HATE
சீறும் சிங்கதோட.    கர்ஜனையில் சிறுத்தைக்கூட்டம் சிதறி ஓடனும்! வாழ்க! டைரக்டர் மோகன் அவர்கள்! மாபெரும் வெற்றி பெற வாழ்த்துக்ககள்!,NON_HATE
Thalaiva mss semma mass kaappan moviekku kathirupom,NON_HATE
Dhanus acting Sollamuiyala asura very manusan eppadi ippadiyallam   semma,NON_HATE
Kola veri da. Jan 10,HATE
waiting Thalapathy 64🤟 # Lokesh kanagaraj,NON_HATE
கோயம்புத்தூர் மாவட்ட விஸ்வகர்மா சமுதாயம் சார்பாக படம் வெற்றியடைய வாழ்த்துகள்,NON_HATE
"Sir padam nalla irukko illaiyo anaa ivalo comment la oru comment kuda thappaana vaithaiyil pathivida padavillaiye appave intha padam venru vittathu , konjama aatam pottaargal ithai paarththaavathu jaathiyai vaithu arasiyal nadaththum kayavargal thirunthattum",NON_HATE
Neraya... Neraya.... Neraya....  Pothum THALA...  MAASSKAARAN..... ENGA THALA....,NON_HATE
like podutu video pathavanga like  poduga,NON_HATE
Release Date yeppo ?  bro yaracho sollunga plz 🤔🤔🤔,NON_HATE
Harris jayaraj music panni irutha nalla irukum,HATE
Y not Pongal sapda Porom............mathunga boss's adhe...,NON_HATE
தரமான டிரைலர்....  திரைபடம் வெற்றி பெற வாழ்த்துக்கள்...,NON_HATE
Nithya menen would have been looked better...,NON_HATE
Last dancee semeee... Face lehh oru magizhchi ehh vare vechitingeee thalaivaaa,NON_HATE
வீரபாண்டிய கட்டபொம்மனின் வாரிசுகள் அஸ்தாந்திர கொல்ல நாயக்கர் சார்பாக  திரெளபதி படம்  வெற்றி பெற வாழ்த்துக்கள்... திருடனுக்கு  தேள்  கொட்டுனா பொத்திக்கிட்டு இருக்கனும்....,HATE
semma mokka onnume phriyala thalabathi trailor varuthu Peru bhigilu therikka poguthu thalabathi fan da,HATE
1 day to go for kaappaan,NON_HATE
Wow Sayesha saigal and Surya super,NON_HATE
Vera lvl thalaiva needie hard u rs fan,NON_HATE
கடலூர் யாதவர் சார்பாக திரௌபதி படம் வெற்றி அடைய வாழ்த்துக்கள்.......,NON_HATE
போராடமா அவன் போகவும் மாட்டான் சாகவும் மாட்டான் perfect dialogue for thala,NON_HATE
மறுமலர்ச்சி  படத்தில்  ராசு படையாட்சி என்ற பெயர் இடம்பெற்றதற்காக அன்று  எந்த ஒரு தமிழ் பட கதாநாயகனும் நடிக்க  முன்வரவில்லை பிறகு  மலையாள நடிகர் மம்மூட்டி நடித்தார்  படம் மிகப்பெரிய வெற்றியை கண்டது   ஆனால் இன்று திரௌபதி படம்  நாடக காதலை மையமாக கொண்ட படம்  என்று தெரிந்தும் நடிக்க முன்வந்த  நடிகர் #அஜித் அவர்களின் மைத்துனரும்  நடிகை  திருமதி #அஜித்ஷாலினி அவர்களின் சகோதரர்  நடிகர் ரிச்சர்ட் அவர்களுக்கும்  மற்றும் படத்தின் இயக்குனர் மோகன்ஜி அவர்களுக்கும்   உலகினில் வாழும்  வன்னிய குல ஷத்ரியர்கள்  சார்பாக வாழ்த்துக்களை தெரிவித்துக்கொள்கிறேன்...,NON_HATE
"Director sir Neega oru interview la solliruthinga entha mathri concept vacha padam adutha onu madurai , Theni, thirunelveli ,ella epa yavuthu coimbatore side matum tha aydukanum nu solirupinga padathoda main point enna na North tamilnadu pakkam um nerya unmai kadhaikal eruku nu திரௌபதி padathula sollirukinga",NON_HATE
நல்ல படம்...  திருமா நாய செருப்பால அடிச்ச மாதிரி இருக்கு,NON_HATE
என்னடா இது சிஸ்டத்தை வச்சு செய்ஞ்சுட்டானுங்க 🤪🤣,HATE
Ayyayoo. Over mass ah irukkudhe. Annnaa love you na.,NON_HATE
"Rakul semma fight panranga I love rakul , Surya,sai pallavi",NON_HATE
"Myru thayvar, udayar, vanniyar, goundar nu vanthutanga..  Oru road sari illai, padichavanuku vaylai illai, govt sari ellai, petrol rate kudittu poguthu, vegetables rate kuduthu... Etha thatti kaytka oruthanum illai..  Pottachi luv pannurala.. Pannalaianu veeram katta poranga..  Thuuuu..  Police Karan lathi edutha vittukkula poi pondattai pinnadi oliura paiyalvo thana neenga ellarum..  Vada nattu karanuku kuja thukura paiyalvo.. Kasuku vote pottura naiykal.. Paycha paru..  Atharavu thayrivingalam..  First poi unnoda oru la thanni olunga varuthanu parthu unnoda veeratha political person kitta kattu",HATE
Anil fans online la irundha like podunga paa🤣🤣,NON_HATE
31K for 800k likes thala fans????,NON_HATE
## Harri jayaraj## Surya combo 1.Kakka Kakka -2003 2. Ghagini -2005 3.Varanam Aairam -2008 4.Aadhavan -2009 5.Ayan -2009 6.7am arivu -2011 7.Mattran -2012 8. Singam 3 -2017 9.Kappan -2019......... Always mass hit movie songs  waiting for next movie Harris sir....,NON_HATE
Pasi edukumodhu jaathi theriyala. Kaasu vanthathum saniyan pudicha jaathiyum senthu otikuthu thu enna vaazhkada ithu,HATE
இந்த பதிவுகளை பார்க்கும் போது தெரியுது அனைத்து சமுதாயம் இவனுங்களாள இவ்வளவு பாதிக்கப்பட்டிருக்கு,NON_HATE
இறுதிச்சுற்று ரித்திகா சிங் Hit like here...,NON_HATE
"Mass na superstar , superstar na mass ...Petta paraak ..",NON_HATE
"உழுது பூமியில ரத்தம் சிந்தி அரிசிய அனுப்புற ஒவ்வொரு  ஜீவனக்கும் ,   'இந்த நாடு நல்லா இருகனும்னு உழைக்கிற ஒவ்வொரு தொழிலாளிக்கும் ,   எல்லாதையும் தட்டி கேக்குற உரிமை இருக்கு  '''' ......  #Surya_fanz_ Club  #NGK",NON_HATE
Enna Da idhu Vijay ya ipdi pantaanga... Paavigala nnu nenachi mudikala adukulla vachitaanga Ajith scene... Appa saami,HATE
45k dislike kunji boy fans,NON_HATE
If u like the trailer   like here,NON_HATE
நானும் பெண் பிள்ளைபெத்தாவன். இதை பார்க்கும்போது பயம்வருது..... அதேபோல் வெறியும் வருது....,NON_HATE
0.42 @viswasam theme music Mari feel pannuvanga like pannunga  Bgm ratchasan and viswasam rendu collaborate panna Mari iruku,NON_HATE
Idhan Idhan idha paaka than engikittu irundhom..trailer eh ippadi appo full movie?,NON_HATE
@sun TVepo deleted scenes of petta release Panna poringa?,HATE
கயவர்கள்லால் மரைக்கப்படும் உன்மை வாழ்த்துக்கள் மோகண். G,NON_HATE
Tired of doing dislikes and out of vadais. Dala Vedalamdaaaaaaw,HATE
இன்னக்கி நிறைய பேர்கிட்ட இல்லாத கெட்ட பழக்கம் தளபதி ரசிகர்களுக்கிட்ட இருக்கு. ஏன்டா பேசுனோமேனு அல்லு அந்த பயம் இருக்கனும் மேடம்  தளபதினா,NON_HATE
Maaassssssooooooooo maaaassss thalaya ipti oru puthu role la paakrapa as a thala fan romba happy ah erukku,NON_HATE
Thalaivaaaaaa... trailer ye pattaiya kelapudheeee ... Seekkiram indha jan 10 vara koodathaaaa,NON_HATE
0:18 sail pallavi solradhu ennamo unmai thaan,NON_HATE
Ithenna Nadikkira Padama ille Parakkira (Fly) padamaa.. Ellarum flying le thaan irukke ....Action and stund kkellam appuram  Script and story ku importance koduppa.,NON_HATE
mokka teaser ithuku en paa ivaloo alapara,HATE
ajith oru lose kirrruken romba scene podva,HATE
Fst 5 line semmma mass na..!!!!,NON_HATE
Last walking moment mass ah iruku,NON_HATE
Adhi anna songs ellame sema. Ennaikume unga fan thaan Adhi  Anna. Super Ravi Anna Vera level acting.,NON_HATE
Indha song making  madhiriye padamum irundhirundha Hollywood level la irukkum..,NON_HATE
proud to b thala fan... Naan oru sirantha nadiganin rasigai endru solluvathai vide oru sirantha manithanin rasigai enbathil perumai kolgiren.. hats off sir....,NON_HATE
படம் மாயா எடுக்குகிறிங்க பல பேருக்கு எப்படி சொல்லி புரிய வைக்கணும் எப்படி சொல்லணும் எப்படி சொல்றதுன்னு தெரியாம இருந்த மக்களுக்கும் பெண்களுக்கும் பள்ளி மாணவிகளுக்கு கல்லூரி மாணவியருக்கும் அனைவருக்கும் புரிய வைக்கணும் அதாவது அவங்களை தெரிஞ்சுக்கணும் அந்த அளவுக்கு திரவுபதி இருக்கும்னு நம்புறேன் இப்படி ஒரு படம் வரும்னு எதிர் பார்க்கவில்லை வாழ்த்துக்கள் அருமை இதேபோல் மீண்டும் நல்ல கருத்துள்ள படமாகவும் நாடகக் காதலை ஒழிப்பதற்கும் மேலும் படங்கள் எடுக்க வேண்டும் அதற்கு அனைத்து சமுதாய மக்களின் ஆதரவும் கண்டிப்பாக இருக்கும் இது சாதிய படமாக்க பார்க்காமல் ஒரு நாடக காதல் கும்பலை அளிக்கும் படமாக பார்க்க வேண்டும் வாழ்த்துக்கள்,NON_HATE
padam naalaike release panungga.. odane paakanum pola iruku... str masssss,NON_HATE
oru vijayave pakka sahikathu ithula munnu vj,HATE
அனைத்து வன்னியர் சங்கம் சார்பில் வெற்றி பெற வாழ்த்துக்கள்,NON_HATE
Yevlo periya herova irunthalum ivaru padathila kathaikku eatha marithan nadikkanum. Istathukku nadikka mudiyathu. Ovvoru padatthulayum oru matruthiranaliya yaravathu naduchuruppanga. Illati matruthiranaliye naduchuruppanga. Ivaru tamil cinima la oru thani adayalam.,NON_HATE
Naanga nenaikarathe vera....avanuku intha naatu melaiye paithiyam......sema dialogues....,NON_HATE
Looking similar to Samantha's OH BABY,NON_HATE
00:57அடப்பாவிங்களா எங்க அம்மாவை என்ன பண்ணி வச்சிருக்கீங்க  அம்மா மாதிரி மேக்கப் போட சொன்னால் Tuntunஆன்ட்டி மாதிரி போட்டு வச்சிருக்கீங்க  தயவு செஞ்சு மகாநதி படத்தில் கீர்த்தி சுரேஷுக்கு மேக்கப் போட்ட. Artist a use  பண்ணுங்க,HATE
Big salute to our Vir Javans.,NON_HATE
Semma mass thalaivar suriya.... u1 semma music....,NON_HATE
Vivegam padam vetri pera vazhthukkal by Thalapathy fan,NON_HATE
Nadodigal 2 nu edhir paartha adutha saatai 2 eduthu vechurukanga!!!,NON_HATE
After bigil trailer??? Thala dhan da mass.....,NON_HATE
தமிழ்நாடு வீர முத்தரையர் பேரவை சார்பாக படம் வெற்றிபெற வாழ்த்துக்கள்,NON_HATE
Trailer marana mass nu solluravangalam like pannunga pa thala mass i am thalapathi fan,NON_HATE
Nerkonda PAARVAI Trailer Vera level  SEMMA MASS,NON_HATE
Mark my commend..... 1m like kandipa... sooon,NON_HATE
ஏன்டா முட்டாப்புண்ணகை ரவி புதிய தலைமுறை தொலைக்காட்சி 1996 எங்கடா இருந்துச்சு???,HATE
After Muthu padaiyappa.. Aprm Rajini sir thuruthuru acting paakura  maathiri iruku osm trailer waitingggggggggg,NON_HATE
Good Evening Anbana Nadippin Nayagan SURIYA Fans .,NON_HATE
துன்பம் வரும் வேளையிலே சிரிங்க என்ற வள்ளுவனின் வாக்கிற்கேற்ப ராணா இயக்கியுள்ள நான் சிரித்தால் ஆகப்பெரிய வெற்றி பெறும் என்பதில் ஐயமில்லை..,NON_HATE
வெற்றி பெற வைப்பது நமது கடமை... Trailer பாக்குரதோட நிப்பாட்டாதிங்க,NON_HATE
திரௌபதி அதன் தாக்கம் தமிழகம் முழுவதும் ........பெண் மண் பாதுகாப்பு...........வாழ்த்துக்கள் மோகன்......... கொங்கு நாடு மக்கள் தேசியகட்சி............,NON_HATE
Jayam ravi ku intha padam mass blockbuster movie ya irukum comali Kalakal,NON_HATE
Surya Anna ninga vara level Mass NGK,NON_HATE
"Adikara veyiluku sweataru, jerkin ellam potrugaanaga:)",HATE
Why is she looking like smriti irani,NON_HATE
oru nalla padam pakka waiting bro... nalla visiyangal niraya irukku pola,NON_HATE
49 நாடுகளை ஆண்ட தமிழனின் வரலாறு மட்டும் குமரிக்கண்டம் வரலாறு தெரிந்து கொள்ளுங்கள்,NON_HATE
Great Insult To Madam Jayalalitha...,HATE
Vijay annnaa u r amazing hatsoff bhayyaaa,NON_HATE
Eyarkai nathiya sonndham kondaduranga (Karnataka)__ realone...,NON_HATE
பைசா நோட்ட உத்துபார்த்தா காந்தியதான் காணும் பாடல் யாருக்கெல்லாம் பிடிக்கும்......,NON_HATE
தஞ்சாவூர் கள்ளர்கள் சார்பாக படம் வெற்றி அடைய வாழ்த்துக்கள்,NON_HATE
"1996 ,ல் எம் ஜி ஆர் இந்திய பிரதமராக பதவியேற்றார் . 1996, ல் கருணாநிதி பிறந்தார் . 1996, ல் ரஜினிகாந்த் 2.o என்ற படத்தில் நடித்தார் , அதுவே தன் கடைசி படம் என்றும் அறிவித்தார் . மேலும் உண்மைத் தகவல்களுக்கு அனுகவும் , கோமாளி ( பயல்கள் ) டீம் .",HATE
இரண்டாம் உலக போரின் கடைசிகுண்டு.- பா.ரஞ்சித்.    இன்றய போரின் முதல் குண்டு-திரௌபதீ,NON_HATE
Bigil  lavathu mairavathu Karthi in kaithi ya paaru da,HATE
Any1 frm ஆடி அமாவாசை 2019 put லைக்,NON_HATE
Adae apdiye remake pannirukalaam la da yen da theva illama mass elements laam add panni story ah spoil panringa,NON_HATE
அனைத்து சமுதாய சங்கம் நிறுவனர்கள் கட்டாயம் நிறைய பேருக்கு இலவசமாக டிக்கெட் வாங்கித் தரவேண்டும் சேவையாக. குறிப்பாக மாநாடு நடத்தும் சாதி சங்கம் மாநாட்டுக்கு செலவு செய்து பத்த இல்லை இந்தப் படத்துக்கு டிக்கெட்டுக்கு மற்றும் போஸ்டருக்கு செலவு செய்யுங்கள்.,NON_HATE
all the Rajini fans are vayir erunjufying,HATE
0.43 nee yaaruda komaali fame Jainth,HATE
1m likes varum nu solluravanga like pannunga,NON_HATE
Kovaiyil prabala thunikadai adhibarin pennai islamiya theeviravathigalai veithu naadaka kadhal arangaetra pattu andha pennai thirupi anupa theeka thevdiyapasangalum islamiya theviravatha amaipugalum kodikanakil panam petranar idhu pola pala sambavangal nadandhu kondae irukirathu hindhukkal kandukolvathu illai,HATE
Aari poirum polayae... Seekro release panjungapaa,HATE
Shankerr 2050 lo.putali asalu talant super rajni yakting kekaaa,NON_HATE
Hollywood trailer parthi maari iruku....vera level,NON_HATE
Enada producer moonji um yogi babu moonji um orey maari iruku,HATE
Romba nalaiku apro rasichu paakura mari oru trailer,NON_HATE
Pppppaa Semma Mass TrailerSuperb Surya Anna,NON_HATE
Music ilayaraja.... pootrukku....ithu Beethoven music...so atha nallarukku,NON_HATE
Ella trailer la last la oru Mass dialouge vaichikuringaaa paaaa,HATE
#NO MEANS NO  THALA  DIALOUGE DELIVERY SUPER,NON_HATE
THERI TRAILER THERI......... AWESOME VIJAY ALL THE BEST,NON_HATE
summa marana mass trailer mirattala irukku excellent,NON_HATE
Evlo periya padam ah irundhalum tr ku 600mb dhan,HATE
Yuvan shankar raja sir vera level,NON_HATE
"இதுதான் உண்மையான சமுக சீர்திருத்த படம்,பெண்ணைப் பெற்றவர்களின் நகர வலியை உணர்த்தும் படம்",NON_HATE
தமிழகத்திலுள்ள ஜாதிகள் தெரிய வேண்டுமா... கீழே Comments லாம் படிங்க...எவ்வளவுடா டேய்,NON_HATE
பரியேறும் பெருமாள் போல இந்த படமும் வெற்றி அடைய.....,NON_HATE
#Maniranthnam film ah ithu!!!... Hari padam maathiri speed ah irukku!! Vera level ji!!....,NON_HATE
இயக்குனர் செம்ம கெத்துயா நீ பொள்ளாச்சி ல வீடியோ எடுத்து மிரட்டுன கவுண்டர் ஜாதி  நாய்ங்க அவங்கள இப்டி ஒரே டிரைலர்ல மெரிட்டிட்டியேய்யா 🤣🤣🤣,NON_HATE
Rompa nallukku apro kojam kurumpa pakka porom thalaivara,NON_HATE
"Nanga yarum caste virumbula but engal veetu theivam Yana pengal loveingra perula emathupothu caste kull nanga varoom ,enimeelu  thiruthunga da",NON_HATE
Apdilam nadakathu.....nadaka koodathu ayyoooooooo thala vera level can't wait seekram release pannunga pa,NON_HATE
plzzzzzzzzzzz upload hindi dubbed full movie,NON_HATE
Pichi peacs superb #Rajani and #Sankar like  HERE,NON_HATE
கண்டிப்பாக trailer 10M view வரும்...  படம் கட்டாய வெற்றி விழா கொண்டாடும்....  வாழ்த்துகள்,NON_HATE
Please release telugu dub version also,NON_HATE
R u verjin unga amma thada verjin...,HATE
நாம் அனைவரும் குடும்பத்துடன் திரையரங்கில் காண வேண்டும் படம்,NON_HATE
Yaaradh madangowri maadhiri oruthar vandh poraar,NON_HATE
Bigil      like  Kaithi.  Comment  Enaku kaithi dhaan pudichiriku.,HATE
Rajni ah oti ungaluku enna kidachudhu Mr. Ravi,NON_HATE
Enangada ipove manga kottaiya pithukitinga 🤣🤣🤣,HATE
Pasumbon muthuramalingathevar trust sarpaka vetripera valthukal,NON_HATE
semma I love you vikram Anna,NON_HATE
Pakkkkka marana massss 2019 blockbuster Hit & No.1 collection movie petta,NON_HATE
Krish movie mask mathiri erukku pa....,HATE
Ajith.. Ipdi oru padam nadikiraraa! Semma!! Waiting for the movie..,NON_HATE
இருவர் படத்தில் ஐஸ்வர்யா ராய் பச்சன் நடித்தது அம்மாவிற்கு பிடித்தது அம்மாவின் சுயவாழ்கை வரலாற்றில் ஐஸ்வர்யா ராய் பச்சன் நடித்தால் நன்றாக இருக்கும் என்று ஒரு பேட்டியில் கூறியுள்ளார்,NON_HATE
Vikram looks like splinter cell Sam Fisher,NON_HATE
Thala is a king maker,NON_HATE
Dai ammava kaata sonna annebelle bommaiya kaatureenga🤣,HATE
ending than sema....sema kalai sema kalai...,NON_HATE
Trailer Bangam nu soldravanga ellam oru like ah podunga,HATE
Cuddalore sarbaga Padam vetri adaiya vazhthukal,NON_HATE
அனைவரும் 'சூத்திரன்' தான் புரியல 'தெவிடிய மகன் ' சொன்னவனுக்கு எதிரா புரட்சி பண்ணல எந்த படமும் எடுக்கல தாழ்த்தப்பட்டவன் சுன்னிய ஊம்ப வண்டனுங்க ஜாதி வெறி பிடிச்ச நாய்ங்க உங்கள பேத்ததுக்கு உங்க அப்பன்  bothroom கையடிச்சு விட்டிருக்கலாம் 🤧🤧🤧,HATE
Naangalum....kola gaandula dhaan ....nee appidiye.... cinema layae irundhu...du..... Loosumadhri arasiyaluku vandha....mavane ...thookipottu midhichuduvom....,HATE
Triller mattum tha varuthu movie eappa varumo xperi date modiyarthu kulla vaintha Parva ella,HATE
ada paavigala subtitle LA sammandham illa podraanga allu adhigam Ku pee in his pants nu varudhu,HATE
Kangana The Lady Kamal Hassan !,NON_HATE
அகமுடையமுதலியர்... குடும்பத்தோட  போவோம் படம் பாக்க....,NON_HATE
Vijay sethupathi kaakave indha padathuki polaam... Love you thalaivaa,NON_HATE
Yuvan p g m semaaaaaaaaaaaaa mass,NON_HATE
Jayam Ravi =  Indian Captain America,NON_HATE
3 different bgm's  on just 120 sec trailer.. yuvan vere level music,NON_HATE
Dont breathe remake nu sonanga adhu poiiiiaaaa🤨,HATE
i love you thalaivaaaaaaaa welcome to #2.0,NON_HATE
Any anil fans vanthu kai adichittu dislike pannitu ponga,HATE
Jathiya vaichi arasiyal panniga ipo padam pannuringa mothathula jathiya vaichi  nalla panam sambathikuringa athu theriyama commentsla jathi perumaiya pesinu irukkinga ada paavingala.... Ignore....,HATE
Thevdiya paiya director nu sonna unakku kovam varaathada. Apdithaanda engalukkum. Illatha onna enda publicity kagha senja. Unakku sunniye molachirukkaathu 96 la. Thevdiya paiya eppada avaru sonnaaru 96 la varennu. Entha padam odathuda. Enime  Ondrakannu Ravi un padam eppothum odathuda. Thevdiya payaa,HATE
ரஜினி கன்னடனை வச்சி செஞ்சிருக்கிய தரமான சம்பவம்.,HATE
Look like pink hindi movie remake....,NON_HATE
Kadhal ennum mundru solli munru yugagal irupadhai kaanbithadhu azhagu,NON_HATE
Kv Anand Sir Fans hit Like,NON_HATE
enaku ennamo antha kannadi pottavarapaththaa thol tirumavalavan maari teriyuthu,NON_HATE
Wtf kaha raja Bose kaha gangu teli,NON_HATE
எதுக்கெடுத்தாலும் போராட்டம் போராட்டம்னு போனா நாடே சுடுகாடாயிடும்...,NON_HATE
"Porukiya, rowdya  entha mari Kati thanda nadu nasama pochi",HATE
தலித் சமுதாய மக்களை தூண்டி விட்டு சாதி கலவரம் பன்னும் சில அரசியல் தலைவர்க்கு செருப்பு அடி தான் இனி மேல்,HATE
Haters giv a way our king is on d way vaaaa Thalaaaa,NON_HATE
Edhu varaikum naan theater ku poi padam pathu illa kandipa endha padatha first day theater poi paapan,NON_HATE
உண்மைகள் சிலநேரம்  கசக்க தான் செய்யும். உண்மை நிலவரத்தை சொல்லி  மனக்குறை நீக்க வந்த படம்.  கண்டிப்பா குடும்பத்தோட போயி பார்ப்போம்..  படம் வெற்றி பெற வாழ்த்துக்கள்.  இது போல இன்னும் நிறைய படங்கள் எடுக்க வேண்டும்..,NON_HATE
Because 1 like from me. U got 6 million viewers,NON_HATE
Yenna da 3naalaiku approm trending la varuninga? Ini nee vayasuku vantha yenna varlana yenna moment,HATE
Kalaila elundha vudane Pallu Kooda valakama nera YouTube pakam vandha thala fans Ellarum comment pannunga ‍‍‍‍‍‍‍‍,NON_HATE
ரொம்ப நாளுக்கு அப்புறம் இப்பதான் மணிரத்னம் படம் பாக்கலாம்னு தோணுது....,NON_HATE
16M views vara pothunu solravanga yellam like pannuga,NON_HATE
Rajini fans ah kathara viduranga pa last month Balaji Hassan . Ippo jeyam Ravi,HATE
Vaaaran da Vaaran Dhillana Aalu,NON_HATE
Vikram sir ithupola nalla kathaium konda padama nadinga ungala Hero va tha Nanga pakkanum All tha best Anna Vikram,NON_HATE
தல ரசிகர்கள் சார்பாக இத்திரைப்படம் வெற்றி விழா காண வாழ்த்துகள்,NON_HATE
Thala vazhuga thala rasigargal valarga  Thala,NON_HATE
Nkp trailer sadanai. Super reviews varuthu. Nonstop kondatam aarambam,NON_HATE
2:20 oppo phone bokeh mode 🤣,NON_HATE
Selvaraghavan and U1 combo ku wait pannavanga mattum like here...,NON_HATE
11.5M views nearing 12M views,NON_HATE
Mass teasar thala vera level massss,NON_HATE
Kangana is back with a damdaar acting,NON_HATE
பரியேறும் பெருமாள் படம் வரும்போது அது உங்களுக்கு சாதி வெறியா தெரியல ஆனா இப்போ இந்த படம் உங்களுக்கு சாதி வெறிய தெரியுமா???? என்னடா நியாயம்  i support this film,HATE
நாடார் இனம் சார்பாக படம் வெற்றி பெற வாழ்த்துகள்,NON_HATE
Ponnunga na ungaluku enna oru porul nu nennapa. Vekama illa.,HATE
Iva ketta Ketukku Movie Verayaa appdiye andha 60 Crores DA Case um kaata vendiyathu da padathula,HATE
Ajith nadikkum near Konda Paarvai Thala Ajith🤘🤘🤘🤘🤘lathish liek,NON_HATE
Ennada ithu pithalatam a iruku Ad la pattas trailer lam varudhu ipdi yellam promotion panni views etha aarambichuteengala,HATE
Hey இது 96 யார ஏமாத்த பாக்குறிங்க 🤣🤣🤣🤣,HATE
diehard fan of chiyaan vikram,NON_HATE
Mayavaram(A)mayiladurai Karan ellaram oru like podunga,NON_HATE
Katta Support by Kerala Suriya Fans,NON_HATE
கட்சி வேலைய பாருடா னா இங்க வந்து படம் நடிச்சிகிட்டு இருக்கிற வெண்ண,HATE
Thalaivar 2050 LA than katchi arampipar.......,HATE
"Ungaluku velaye illaya.. Unga jathi sandaya ingayum konduvanthu tingaley. Pa ranjith, mohan ella jathiveriyargal. Peraasai pidichaven yemathi thinnuvan ivan ella jathiyilum irupan. Ponna pethavan maapila nalla panakarana irukanum thedurane idhuvum echa dhanam dhan. Ponnu paiyan vachi Avan thaguthiku mela aasapaduravan ella echakalla poramboku dhan.. To all caste echakala",HATE
0:31 Varadan   0:42 Thyagu   1:04  Ethi     1:38  Rasool,NON_HATE
"Ratchasan music mari irruku, payama irruku",HATE
"Paaka thaane pora intha kaaliyude aattathe, pongal will be petta parak, love from kerala",HATE
ஜாதி விட்டு ஜாதி காதல் பண்ணா நாடக காதலா அட முட்டாள் பசங்களா   முட்டாள் கூட்டம் தான்டா நீங்க,NON_HATE
90s rajini fans ...... hit like,NON_HATE
Kaithi vera level movie    Ethu semaya eruku   Ana   Namma Anil movie Enna akapoguthu nu theriyala ya,HATE
ஏன்டா படிக்காத முட்டா புண்டைங்க தான் இப்படி பண்ணுவான் தேவிடியா பைய director,HATE
Vera vera vera level la iruku trailer,NON_HATE
Naaa kooda posters lam paathutu #Playboy concept nenachen but idhu list laye ilapa ulti ... waiting 🤣🤣🤣🤣🤣🤣,NON_HATE
Firstday first porvanga mattum like podungga,NON_HATE
Link yellam share panunga unga frnds family relatives ku,NON_HATE
Thala veriyana irunthal like comment podunga,NON_HATE
Nerkonda Paarvai vs pink who is best?,NON_HATE
செம hit ஆகுற மாதிரி ஒரு பாட்டு    கட்டாயம் வேண்டும். படத்தின் கதை அருமையா இருக்கும் என்பது டிரைலர் மூலம் தெரிகிறது. திலகர் படத்துல வர பாட்டு மாதிரி hit ஆகுற பாட்டு ஒன்று வேண்டும். நம்ப பாட்டு hit ஆகனும்,NON_HATE
Padam Vetri Pera Vazhthukkal Nanba Kandippa Intha Padam Samugathukku Oru Vishayatha Puriya Vaikkum,NON_HATE
Trailer paathu emanthavanla naanu oruthan,HATE
Ennadaa .. karunanidhi biopic madri irukku,HATE
Ithu mari short flim vanthu eruku la.  Athoda dir ramana dhana?,NON_HATE
who is seeing after sarkar movie?,NON_HATE
2020 innum kuda release agum nambika irrundha like podunga,NON_HATE
Hollowed level la iruka rompa ethir pakkalam Vikram acting vera level,NON_HATE
காதலை காசு எனவும் காமம் எனவும் எண்ணம் கொள்வோருக்கு  இது சாதிய படமே.... உண்மை சொல்ல உரிமை உண்டு இந் நிலத்தில் பிறந்த மாந்தர்களுக்கு...  இப்படிக்கு  நடுநிலை தமிழன்,NON_HATE
