Comment_clean,Label_id
vijay fansinee naanam keduthaan kuree avanmaar,1
thank u lebsack,0
en indha movie la vijay ajith ah potruka koodathu,0
who is here after watching tik tik tik trailer.,0
5g minissunwa robolaa karaii wagee,1
0:16 ku u certificate overah illa..,1
extended version of kekka bukka kekka bukka,0
එයාලව රේට් කරන්නලු.,0
"avurudu gaanak thisse bartell line dekak pawichchi karanawa hebeyi ""kisima kisi nehe kisi"".",0
poradurathe thannupunaa porada vaikura sulnilaya uruvakunathu thappu illaya semma,0
bigil vida kaithi sema solravanga like podunga..,1
அப்படி ஒரு ரகசிய அடி குடுக்கணும்,1
trailer full ah bethoven music coming! aanmai ilaya ilayaraja?,1
ha ha vera level trailer,0
happy pongal valththukal,0
ram charan's new trailer 215k likes over 5.6m views..petta 428k likes over 5.6m views..swag level of rajni sir,1
ngk la class politics  ethula mass politics,0
wha happens if we purchase 5gb?,0
ngk ngk ngk ngk ngk ngk ngk ngk ngk ngk ngk ngk ngk ngk,0
nalla tha irukku but suriya kaththa thiga thala valikkuthu,1
ane nikan palan batz yanna wena wada naa ne gaslabuwala ata ganan kara kara data ganna..😂🔨,0
mas mass but foringn la la shooting edukringa aana angayu duke bike use panraga  vera bike use panirukalame..🤔🤔,1
download the lebsack ntx​​ app today and watch sri lanka’s first animated jathaka katha web series absolutely free without any data charges! #lebsackntx​​ #ntx​​ #jathakakatha,0
this captures us soo well,0
hip hop adhi fan like here,0
petta : 56k dislikes viswasm : 180k dislikes,1
lalalaalallaa surviva ultimate song for ever,0
දන් නැති නිසා ඇහුවේ.තාම ආවේ නැ.,0
gerhold ekath nikan මන්ත්‍රීවරුන් wage baia witharai,1
therinja vanga indha padam eppa releas pannuvanganu sollunga,1
orutharu mela viswasam katthurethu kaage yen ennoruthareh aasingam paduturingge!!,1
what do u people think?,0
අනිත් නෙට්වර්ක් සමග බැලුවාම hilpert නම්බර් වන්.,0
எங்க அப்பா மிலிட்டரி டா ஓடி ஒளியவா சொல்லி கொடுப்பான் ..,0
theme song same like thala nerkonda paarvai 🤔,0
pakka mass annaa i lved itt awesome,0
danush + vetrimaaran = super hit movie,0
gommala makku kuuthi 1996 la enga da puthiya thalaimurai irunthuchu lusu kuthigala ithukku support vera,1
பெண் குழந்தைகள் பேற்ற அனைத்து அப்பாக்கள் சந்தோஷம் படும் நல்ல விஷயம்.,0
"serving soon nu solli rendu varusham achi, 2 varushathukku munnadi thuki porathu, anegama thuki pota idathula, pullu molachi irukka parunga..",1
i got thanks 👍👍,0
நாமக்கல் மாவட்டம் திருச்செங்கோடு வட்டார கவுண்டர்கள் சார்பாக திரௌபதி வெற்றி திலகத்தை முத்தமிட வாழ்த்துகள்,0
prevent dengue the smart way!,0
he is like hug jackman of india,0
"මං හිතන විදියට කිලෝමීටර තුං කාලක් එහායිං , ආයෙ බෝයිස්ටවුන් එක ගාව ගහෝල්ඩ් මහ ඔෆිස් එක ගාවද කොහෙද .",0
52 sec la pathavanga like podunga,0
love you thalaiva. anyone from sri lanka?,0
5.8k unlike போட்டாவன் எல்லாம் நாடாக காதல் கோஸ்டினு நினைக்கிரேன் எத்தனை பேர் இருக்கங்கெ பாத்திங்கலா இனி உங்க பருப்பு வேகாதுடா,0
"thaa..vera level trailer batman, super man, spider man lam enga chitti munnadi sappa pasanga..🤓🤖",1
idhu enada arasiyal varudhu naadodigal 2 or uriyadi2va??,1
block buster avvali from mahes gari fan,0
movie sure blockbuster jayam ravi bro,0
ayyo vera level a iruku ayyo,0
complained 24th still no response.,0
mehama niladarinta apen ganna salli walin nadaththu kirima honda deyakada ?,0
யாராவது 2019 ல பாக்க வந்துருக்கீங்களா.. waiting to நேர்கொண்ட பார்வை..,0
eka thama bill gewanna yaddi manual bill 1k dunne,0
unmayavey neenga komalidhan thalaivar rajini sir arasiyalukku varradhu urudhinu sonnadhu 2017.la.. update aagunga komalies,1
enna daa narasimma padam patha mathiri eruku,1
today not working only internet but batz line and nikz tv working pls sort immediately.,0
surya anna semma i am waiting,0
reddy garu 50 mandi reddy hero lanu cinema industry ki parichayam cheyandi allu arvind laga.,1
රූපවාහිනීයේ දිනුම් ඇදිම පෙන්වන්නේ නැත්තේ ඇයි,0
උන් දාලා තිබ්බා උඹලගෙ හොරකම්.,1
off peak usage එක check කරගන්න පුලුවන් විදිහට app එක හදන්න,0
nodakin patta slow,1
lebsack signal apita ne,0
rajini sirdie hard fans from andhra,0
google,0
4g thibbath speed na,0
thalaivar rocks. thaarmaaru. idhu dhan thalaivar padam. this is what we are all waiting from a decade.,0
"ithu trailer dha, innum main picture pakalaela.  jan 10 therikka poguthu.",0
thalaivara bangama kalaichitinga da pavingale ithu 96 yara emathiringaa ultimate 🤣🤣,1
unga kooda poi sasikumar ah chee,1
very useful <3,0
dis is hindi movie pink remake,0
podi wassatath penne nathuwa yanawa ai e?,0
trailer vera level athana da..aamai kunjugala,0
oruthar mela viswasam katradhukku mathavangala yen asinga paduthurenga.. hats off dialogue thala..,0
mass hero va aaga 1 percent kooda laakki illaatha oru moonji,1
"මේ ලැබුවාවූ අලුත් අවුරුද්ද ඔබට සුබ, ලස්සන, ධනවත්, නිරෝගීමත්, ශක්ති සම්පන්න, උද්වෙගකර, ආදරණීය, අති උත්ක්‍රිෂ්ට, සෞභාග්‍ය, වාසනාවන්ත, සතුට පිරුණු අවුරුද්දක් වේවා ! - lanka bell family",0
try again,0
hariyata connection ekak aththeth ne gedata nikz tv line ekath ne dawas 5k wenawa customer care ekata call karata ussanneth ne..,0
i support jaathinu solravana jattiya kalatti .mathamnu solravana manavariya kilinga bro. youngsters ellam support panrom.,0
surya sir came with bang..fab teaser,0
ඉහල පෙලේ නිලධාරීන් දෙදෙනෙකුටද (supervisor)ගැටලුව ඉදිරිපත් කලද නිසි පිලිතුරක් නොලැබුනි..,0
pangaligala 1.5m likes target soninga enna aachu,1
supiryata 4g signal tiye.,0
lebsack hintz we didn't face any inconvenience because we used vpn😎,0
shooting fulla enga oorla eduthathu daa soo padam vera lvl la irukkum..,0
"අයිසේ sri lanka zemlak plc ඕක ඔහෙලට හරියට කරගන්න බැරි නම් දෙනවා ළමයෙකුට, නමට අධිවේගී internet..",1
indha madhri movie ku konjam periya opening kedaicha nala irukum..,0
comment box pakka vantha like podunga,0
vaazthukkal anna eppadi oru padathukku than ivolo naalaa waiting..,0
dhanush and vetrimaran! vera level combo nu soldravanga mattum like pannunga,0
குருமாவின் தலித் அரசியல் பிடிக்காத பறையர் என் வாழ்த்துக்கள் வரவேற்பும் உண்டு.பெண்கள் போற்றபடவைண்டியவர்கள்.,0
evanda athu unlike podrathu.. rasana kettavaingalaa,1
yaarellam kekka bekka short film pathu irukinga!!,0
ithu enna sarkar 2 va..,1
thalaivaa.. it's vera raw .. va va.. fdfs poida vendiyadha ‍,0
kohomada daganne,0
and pay a bih bill !,0
தல யோட மச்சான்  தான் ரிச்சார்டு னு எத்தனை பேர் கு தெரியும்,0
surya anna idhukudha ungala nadippin nayagannu solranga super anna kathirikirom,0
நாடார் சமுதாய மக்கள் சார்பாக படம் வெற்றி அடைய வாழ்த்துகிறோம்,0
thalaivar ah ile senvanna yarukaga na padam pakanam..,1
pongalrace viswasam vs petta  winner : viswasam  diwalirace bigil vs kaithi  winner :  ??,1
thalaiva marana waiting for kk movie .. cvf (sm.ksp) =kingstar sarath pandian,0
ஜாதி வெறி பிடித்த நாயே இப்படம் வெளிவராமல் தடுப்போம்,0
බෞකාපම් අවලම් lebsack😕😕😤😤 හොදම දවසෙ my tv වැඩ නැතුව ගියා,1
திருவண்ணாமலை மாவட்டம் விஸ்வ பிராமணர் (ஆச்சாரியார்) சார்பாக இப்படம் வெற்றியடைய வாழ்த்துக்கள்..,0
me mase 17 21 dawas wala gatha 40 gb extra ewa walata add wenne nedda one to one,0
intha trailer kku wait pannuna vijay fans oru like pannuga,0
thala nerkonda paarvai kooda padam vandhuchu aruthuruva,0
otha dei august thala padam nerkonda paarvai varuthu  august release pannenga soothadichi vituduvom unga padatha  pongaluku petta ya soothadicha madri,1
suriya s back with a bang,0
makkale nadaga kadhal nadaga kadhalnu soldranga na nerla pathruken..  panjayathu pesi amnt vangitu pechu varatha nadatharanga avanga sidela irunthu  ..  appothan theriyum nadaga kadhalna ennanu..  unmaya luv panna yen amnt vangitu vidanum..,0
cmon  8 million target singam fans..,0
kevala ma erku padam flop than,1
ya hoo 17 man of view,0
samsung j 5 from lebsack hintz special discount for prepaid customers lu.,0
நீங்க சீண்டி இருக்குறது அமைதியா படுத்துட்டு இருக்க புலியை.. பாயுறதுக்கு ரொம்ப நேரம் ஆகாது..,1
how do it,0
yuvan anna azmaing anna i love you,0
50 k views 93 k likes aaa yenada utube vachrukinga,1
தேவர் சமுதாயத்தின் சார்பில் இத்திரைப்படம் ஒரு புதிய புரட்சியை உருவாக்க வாழ்த்துகிறோம்..நாடக காதலின் உண்மையை எடுத்துரைக்க வருகிறாள் திரெளபதி,0
konja naala thamilla sema hit padama varuthu.. waiting thlaiva.. irumpu thirai imaikka nodikal ratsasan uturn merkuthodarsimalai 96 pariyerum perumal next thalaivar 2.o,0
நா அரசியலுக்கு வருவது உறுதி  vera level,0
u1 bgm hero trailer-comment ar rahman bgm bigil-like countdown starts now#,1
ගණේමුල්ල ceb power ගියොත් internet නැහැ.,0
"number plte, roof scrob and flower down to ""peace love"" wrd!",0
free data for a week #challenge1 #gerhold4g #gerholdmoviepremier,0
"pahh hollywood maari irunthuchu,  thala vayasaanalum inum unga style um alagum inum ungala vitu poogave ila,  boyz ready for thala diwali ..",0
sahoo pada titile slogan ah suturukange,1
why dont you make movie relies in hindi..,1
යකුනේ තොපි අපෙන් සල්ලි ගන්නවනම් සේවාවත් හරියට දීපියව්.,1
"dear sir/madam, batz attended to complaint on iptv0112761077 (reference number: 1-1185855849).",0
"iam thalapathy fan, padam nalla irukum thonuthu",0
mankatha la start panni nerkonda parvai varaikum solt and pepper get up,0
:44 pubg pasangaluku weightaa thiruvizha iruku pola,0
aadhi anna na unnoda periya fan mersal scene  vachu sirikkirathu pudikala,1
අනික ස්ලෝ කරනවා මාර විදියට batz service නම් අන්තිමයි..😤,0
thalaiva va thalaiva va thalaiva serapana trailer thalaiva like aa podunga pa,0
after coming from theatre கேக்குதா கேக்குதா காது கேக்குதா,1
மன்னார்குடி கள்ளர் பேரவை சார்பாக மன்னார்குடி யில் இந்த படம் திரையிடப்படும் நம்ப வீட்டு பென் பிள்ளைகள் கன்டிப்பா இந்த படத்தை பார்க்க வேண்டும் புத்தி வரவேண்டும் காதல் கத்திரிக்காய்னு போககூடாது,0
"this time, it's working nicely.. <3",0
"happy mother,s day",0
yuvan music vera level nuu soltrivinga like potungaa,0
pottu thakku thala veriyarkal 500k summa therikkanum,0
wal baduwa ghasini ranasinghe,1
trailer cover pic la surya paaka rajini madriye irukarnu soldravanga like ah podunga,0
jadhikal illaiayi pappa yaavarum oru kulam yaavarum en makkal tamilan yaadhum oore yaavarum kelir,0
i want four tickets to take my grand kids,0
ilaiyaraja bgm varum nu paatha.. beethoven music varudhu..seri paravala..nalla than irukku,0
21 k diss like is a vijay fans🤣🤣,0
26k views left for 16m views,0
ada paavingla dhool padatha apdiye copy pantingla.. yar sammy antha director.,1
0:03 hero movie villan voice,1
70k like and 70k views,0
higly recamended 😍😍🥰,0
නෑනේ,0
engineering aaganum miss.. athalaam oru kaalam,1
frist like frist commet frist view,0
sir i m following u..vetri kai vaccha eppome vetri thaan,0
குளித்தலை முத்தரையர்கள் சார்பாக திரெளபதி களமாட மனமார்ந்த வாழ்த்துகள்,0
hip hop telugu fans hit like,0
that dialogue for fans vijay or ajith oruthar mela nenga viswasam katradhukaga innoruthara yen asinga paduthringa,0
dai peibyellam. ulla kondatheeganu vai avloothaan sonnakelugaa daw..  nalla sports movie ah theriyudhuu keduthukaatheegaa bossuu,1
batz offers ගොඩයි අවුරුද්දම සුබයි සුබයි නොමිලේ 25 gb  #srilankazemlak #avurudu #lka,0
but i can access internet only facebook and imo other wise cannot browse any other source.,0
hit like for rajani and akashay,0
ippo oru kootam vanthu yogi babu state level player en alli viduvanga parana,0
எப்பவும் உன் ரசிகன் i love anna,0
super vera level i like it marana mass i am waiting,0
based on kekka beka short film,0
டேய் இந்த படத்துல தப்பி தவறிகூட  அரியலூர் #நந்தினி கேரக்டர்  வைக்கலயே!!  அது முக்கியம்டா பாத்துக்க!!,0
are we comfortable with giga speeds?,0
"10million views in 22 days thalaiivaa,..",0
ipdi patta trailer la epdida vekkamae illa ma dislike panringa..anna fans,1
இந்த படம் அருமை  தெருநாய்க்கு சரியான செருப்பு அடி..,1
srilanka vijay veriyan da ..!!,0
ஒரு சாதிய மட்டும் உயர்த்தி இந்த படம் எடுத்திருந்தா இத்தனை பேரும் இணைந்திருப்பார்களா?பலரது ஆதங்கம் இங்கே படமாகவந்துள்ளது! ஆதரவுக் குரல்களின்அர்த்தம்புரிந்தால் சரி!,0
බුදුරජාණන් වහන්සේ අද සිටියා නම් මේ කළ දේ ගැන කුමක් කියයිද ?,0
"சமுதாயங்கள் ஒற்றுமையே இந்துக்கள் ஒற்றுமை, இதில் உயர்வு தாழ்வு என்பது கிடையவே கிடையாது. அதுதான் நமது உண்மையான யூனிட்டி இன் டைவர்சிட்டி.\r அதை உடைக்கத்தான் வெளிநாட்டு மிஷநரிகள் எப்படியோ ஸ்கெட்ச் போட்டு நம்மை பிரிக்க பாக்குறாங்க, அதில் ஓரளவு வெற்றியும் அடைஞ்சிட்டு இருக்காங்க.",0
simbu.. vjs  #waiting..@ ccv,0
congratulations all,0
ட்ரைலர் வேரா லெவல்  தென்காசி மாவட்டம் தேவர் சமுதாயத்தின் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,0
vera lvl  thala version,1
අපිට දිනුම් අදින නම්බර් ටික දිලා මේ ගොල්ලො නැති නම්බර් ටිකක් අර පෙන් එකට දානවා,0
not work for me,0
பெண்ணை பெற்ற  அக்கா தங்கை என பாசத்தோடும் நேசத்தோடும் வாழ்ந்து வரும் அனைத்து குடும்பத்தினர்களின் சார்பாக என் குடும்பத்தோடு இந்த திரைப்படம் பார்க்க செல்வேன். பார்க்க வைப்பேன்..,0
1.24 gives me feel like ghajini hammer scene,0
all d best from power star punithrajkumar  and vijay devarakonda fans,0
sirappana tharamana sambavatha inimel dha paakka porom,0
dhaush nadipuku intha padam theeni podum nu ninaikuren,0
antha suya puththiya pathi peruku illaye..,1
vijay annaa ningal vere level  love u sir..,0
str ultimate aa irukaruu..lvu uu thaliva..,0
nee romba immature ah pesure,1
number 4,0
chinna udaranam sollanumnaa inga vanthirukka comnt la ye eththana saadhi .. sindhichi paarungayyaa,0
you are our best service provider and you are protecting us but other networks steal our money and data.,0
trailer climaxla sootha thookiteengada dai.  padam hituda,1
omg..!!  m speechless..!! thalaivaa  no one like u..!!,0
all of them becz logan was there,0
"இது kickin it old skool  (ஒரிஜினல் ட்ரைலர் உங்களுக்காக:  படத்தின் அப்பட்டமான காப்பியாச்சே!! சொந்தமா யோசிக்கவே மாட்டிங்களாடா!! தமிழ் ரசிகர்களே இப்போ தெரியுதா இவனுக எதுக்கு ஹிந்தி படிக்காத இங்கிலிஷ் படிக்காதான்னு சொல்றனுகன்னு.  கொஞ்சம் hbo , ஸ்டார் movies பாருங்கப்பா இல்லன்னா இப்படி தான் உங்க தலையில மொளகாய் அரைப்பானுவ.",1
best internet connection 😂🔨,0
ana padipa mattu eduthukave mudiyathu chidhambaram,0
lebsack sim ekak gedara genna ganna puluwanda,0
ajith is looking like nfs carbon darius(tahmoh penikett),0
හන්දියේ mbps 90 i ගෙදරට 28i upload එකක් ඇත්තෙම නැ 😒,0
"அண்ணல் அம்பேத்கார் சொல்லிட்டிங்க படம் வேர லெவலா.. பேசப்படும்..படனும்.,..",0
"i have recharge rs. 500 to my gibson no 0745720456 on 19.04.2020 on 08.04 am via commercial bank online facility, the amount is debited and deducted from my account, but so far, i did not get any message from gerhold and my number did not recharge.",0
all the best jai d boss jai d boss jai d boss,0
signal dila hitapan..,1
surya - kv - hj osome combo delivers osome teaser,0
excellent 😘,0
பிகில் தளபதிக்கு விசில் போடு  happy birthday thalapathi,0
signal nm nh thama.,0
2.0 sucks ..  petta.. mass,0
semma style mass rajini is rock,0
අනේ මේ උඹල මේ,1
ඕවා දෙන්න කලින් internet speed වැඩි කරලා ඉන්න..,0
எங்களுக்கு காலம் வரும் unlike பன்ன - அப்போ தெரியும் who is real king maker,0
download krnna gyama batz eke maha ekawa mathk wenne😏 ubalge connection eka anathimai oi🤮,1
verithaana over loaded..comment padika vanthavanka like podunka,0
ඔබත් පිරිත් ශ්‍රවණයට පිළිවෙතින් පෙළ ගැසෙන්න. sri dalada maligawa | media bureau sri dalada maligawa,0
என்னயா சசிகுமார் கடைசில கமல் மாதிரி பேசிட்டு போற 🧐,1
yaahoo 5 million views  luv u thala fanz,0
ar raghuman bgm .vera  level,0
#surya sir kaathu romba valikuthu en ipadi kathureenga! :p,1
yov siva.. unakkula ivlo talent ah??,0
vera level thala.. imputtu azhaga irukiyee thala,0
நான் தல ரசிகர் அதனால விஜய் சார் வீடியோவ டிஸ் லைக் பன்ற யாரும் உண்மையான தல ரசிகரா இருக்க முடியாது பிடிக்காட்டி ஒதுங்கிகங்க வெருப்ப உமிழாதீங்க,1
ikmanata 4g demuda?,0
evan lan surya mass a pathu sethenga ?,0
koiyala enna style da thalaivar..pinara thalaiva..,0
or do i have to spend on applying a new connection??,0
aaahh.. pullarikkithu ya.. semmaa kaathiruppom may 31,0
nan kandipaga arasiyaluku varuven since 1996. dai pavamda avuru avara ottathingada viturunga nalla manusan da dai,0
vaa thalaiva vaa mass katromm lub lu,0
superb package gerhold 4g 😍😍👍👍,0
"indha year august 24 thala pongal, & deepavali da..",0
keka beka keka beka short film la idhu..,0
ரஜினி குத்து மரணமாஸ் படம் சூப்பர் டூப்பர் கிட்டாகும்.,0
vera level..la dhanush irrukkaru dhanush fans like,0
குடியாத்தம் தாலுக்கா எர்த்தாங்கல் வன்னியர் சமுதாயம் திரௌபதி படம் வெற்றி அடைய வாழ்த்துக்கள் சி. செல்வம்.,0
aama mr. pandey inga enna panraru??,0
தீண்டாமை ஜாதி எண்ணம் இல்லாமல் வாழ கத்துக்கொடுக்காமல் இப்படி ஒரு சமூக தீண்டாமையை மேலும் வளக்குறிங்களேபா.  இப்படி ஒரு சமூகத்தில் வாழவே மாமியாருக்கு.  neengaley comments full ah padichu paarunga ஜாதி eppadi velayaduthunu paarunga.  so sad,0
"பரியேரும் பெருமாள், அசுரன் படங்களை எற்றுக் கொண்ட நாம் இந்த படத்தையும் ஏற்றுக் கொள்ள தான்  வேண்டும்.",0
hit like for ajith & yuvan..,0
prasiddiye uttrayak bala porottu wemi,0
அழிவின் விளிம்பில் இருக்கும் சவுராஷ்டிரா சமூக மக்களின் சார்பாக இப்படம் வெற்றி பெற வாழ்த்துக்கள்,0
වගකීමක් ඇති තැනකින් කනෙක්ෂන් එකක් ගන්න බලන්න..,0
thala vellhai mudi parthu parthu salichi pochupa..,1
lebsack tv conectiing hayi karanna vacanci ahema nadda,0
vera vera level mass str mass in maass  superb trailer and arun vijay looks good,0
how many people kamala video song waiting?,0
வெறித்தனமாக வெயிட்டிங்  வாழ்ந்த மண்ணும் வளர்த்த பெண்ணும் எங்கள் சொத்து அதுவே எங்கள் கெத்து  பிள்ளைமார் சமூகம் சார்பாக இந்தத் திரைப்படம் வெற்றி பெற வாழ்த்துக்கள்,0
"மோகன் சார் உண்மையிலே நீங்க தான் சார் சிங்கம்.. இன்னும் இதுபோன்ற சமூக அநீதிக்கு எதிராக  படம் எடுங்கள், தமிழ்நாட்டு மக்கள் துணை நிற்போம்..",0
panniyum mannium thotta vettanum sema triler,0
reached 10m views superb thala always mass vera level enum neraya neraya neraya neraya neraya .,0
epa wenawa.,0
එත් තව දෙයක් කියන්න ඔනි මෙ අවස්තවෙ..,0
yow  pandey ne ennaya inga,1
விழுப்புரம் மாவட்டம் சார்பாக படம் வெற்றி அடைய வாழ்த்துக்கள் எங்கள் 100% ஆதரவு இந்த படத்துக்கு இருக்கும்,0
omg yarellam thala ya pakka wait panninga,0
pathute erukkalam vijay annava i'm waiting anna,0
ඒ නිසා එක දේකට විරුද්ධ වෙමු,0
lebsack very slow 2g only,0
manusan epudi vanthalum mass sa irukarey epudi  .athu thala ajith ku mattumey sathiyamanathu,0
can we know how to buy hybrid decoder..,0
nalaiku thala ya pakaporom..marana waiting..for thalapathy fans,0
dai thalaivar ah trending la vera va illa,1
yarellam comments mattum pakka vanthinga,0
i have a web pal.,0
ivara pathta death vadi madiri irukku,1
therika therika mass na ithu thaan ! style trailer,0
sema hit daa..pakka than porum enta kaliyode stylee,1
ovoru theruvilayum ovoru naium (dog) gethu than ..adutha yeriya nai vantha kulaikuntha ..athu melatheruva irunthalum sari keelatheruva irunthalum sari..antha mari than jathi..innaiku mari pochu..,0
"hilpert 3g signal නැහැ,මමත් කැමතියි ඔය පැකේජයට,in box ආවම හරියට උපකාරයක් නැහැ",0
தேவேந்திர குல வேளாளர் மக்களின் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்  நாடக காதல் செய்து  பணம் பிடுங்கும் வழக்கம் எங்க கிட்ட கிடையாது  தேவதையே வந்தாலும் அவ தேவேந்திர வீட்டு பெண்ணா இருக்கனும்  எனக்கு என் சாதியோட பண்பாடு கலாச்சாரம் அவசியமான ஒன்று  காதலுக்காக என் சாதி பண்பாட்டை கொச்சைபடுத்த மாட்டோம்,0
kohamada,0
o**a vera level la eruku..surya anna getup..aioo..maranam mass.. 2019 to all ellame enumel surya anna tha..aioo,0
முதலியார் சமூகம் சார்பாக வெள்ளி விழா காண வாழ்த்துக்கள்,0
ayyo thala pakka pakka veri aagudhu,0
kadaisiya sports la irunthu pei padam maarichi,0
thanks lebsack..,0
யாராக இருந்தாலும் பெண்களை தவறாக பார்க்கும் எண்ணம் மாற வேண்டும் அதை காதல் என்ற பெயரில் நடக்கும் வன்கொடுமைகள் நடத்தும் சில சமுக விரோதிகள் முகம் வெளி கொண்டு வந்த திரௌபதி க்கு நன்றி  இப்படிக்கு வீர வன்னியர் குல சத்ரியர்கள்  திருப்பெரும்பூதூர்,0
":21 oh man, thala looking amazing",0
viswasam le andha scene ku bathila..last climax scene potu irukalam,1
thala rasigana vida thapathy rasigandhan adhigama pakranga.. eppa varum notta sollalamnu.. pudichirundhalaum.. comment podanumnu podranga.. edukku..,1
hindi padam trailer patha maari iruku,1
st stevenson,0
thala movie & song mass semmaa.. i love u thala..,0
தமிழ் சினிமாவில் இது ஒரு சிறந்த அரசியல் படமாக இருக்கும் சந்தேகமே வேண்டாம்,0
intha trailer pakum pothu viluinthu viluinthu serichavainka like pannuinka,0
trisha look so beautiful 96 ku aparam ithum semmaya iruka pothu..,0
thalaa always mass ..  sekaram release pannunga,0
nadippin nayagan da  surya anna tha mass,0
ද ඔබලා app එකට next වෙලා එන්න..,0
"ada popa , unaku vera illaya",1
vijay sethupathi sir iam big fan telangana plz release in telugu,0
ඔබ සැමට පින්බර පොසොන් මංගල්‍යක් වේවා!,0
3g signal hariyata na.,0
super..mass but yellam avan seyal padam patha mathiri iruku,0
memes podura muttalugala 1st neega life la enna achieve panni pudunganiganu parunga uprama enga thalapathiya memes pannuvingala.,1
mn combank flash eken bill eka pay kara ane router eka apahu active karala dennako..,0
இந்த டிரைலை ஒரு தடவைக்கு  மேல பார்த்தவங்க லைக் போடுங்க,0
remake of ellam avan seyal movie?,0
அய்யனேரி யாதவ இளைஞர் அணி சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்,0
90's kid sakthiman fans ..hit like ..,0
is there any way that i can changes my data reset day p.s.,0
இந்த நாட்டுல ஒவ்வொருக்கும் ஒரு மேல பைத்தியம் எனக்கு சூரியா அண்ணா மேல பைத்தியம்,0
namma manatha vanganune ivan padam yeduthurukan.,1
යකෝ google advertisement data කැපෙනවා 😶 wtf,1
சமுத்திரக்கனி அபாரம் teaser கதை சொல்கிறது.ஆபாசம் இல்லாத அழகிய  காதல் கதை  சிறப்பு.,0
இந்த படத்தின் வெற்றி பெண் இனத்தின் வெற்றி,0
comment pakka vandha nanba nanbigal like pannitu pooga,0
the monkey king,0
trailer vera vera vera vera vera vera vera vera vera vera vera vera vera vera vera vera vera level,0
waiting veri ething na idhan! aiyoo seekiram udunga sir padatha,0
lebsack kiyanne patta pal hora,1
megha akash nadicha padam enpt thavara ellame release aaguthu inum enpt matum kanom epa than da varum🤨🤨,1
lassanai podi du,0
..උබලත් ලෙබ්සැක් පාවිච්චි කරනවනම් බර්මියුඩාව තියෙන්නෙ කොහෙද කියල දන්නව ඇතිනෙ .😂😂,0
rs.69 ye16 gb pack aka ayeth dennadhdha?,0
ivanga ellam same level thinking,1
එහිදී එම මුදල බැංකුව මගින් හිරකර තබා ගෙන ඇති බව ඔවුන් පවසයි . එහෙත් උදෑසන ඇමතුමෙන් සහ බැංකුවට ගොස් නිරීක්ෂණය කිරීමේදී එම මුදල ලෙබ්සැක් ආයතනයට බැර වී ඇති බව දැන්ගන්නට ලැබුණි.,0
croatia the winners of the worldcup,0
வலி வலி ரொம்ப நாள் வலி இது,0
likes ke speed up pannengge paa,0
vetta. ready  nanga enga ayya ramadass  kannu asacha. tamilnatta azhichuduvom veera vanniyan,1
சேலம் மாவட்ட கவரா நாயுடுகள் சார்பாக வாழ்த்துக்கள்!,0
not received free 1gb data.,0
ngkku marana waitingnu solravangallaam like pottuttuponga,0
good one 👍,0
comments parka vandha padika vandha nanba nanbigal like pannitu pooga,0
"indha padam vetri adaya seyvom, seekiramaga release seyyunga itharkkagathan kaathu kondirukkiren, eppo parthalum dravida echangalukku brahmananai izhivu paduthuvathey velayagi vittathu.. i am brahmin,tamilan and indian",1
vera mathurii irukuu thalaivaa.. ni vah thalaivaa vera level expectations,0
thalaivar yepovum unique mass..,0
padam name petta rajini sattaila otta,0
64k left for 600k likes  speed up guys,0
i think this movie will beat dangal&bahubali 2,0
செங்குந்த கைக்கோள முதலியார் சார்பாக திரைப்படம் வெற்றி பெற மனமார்ந்த வாழ்த்துக்கள். அடங்க மறு அத்து மீறு கூட்டத்தின் அராஜகம் எல்லை கடந்து போவதே இங்கு அனைத்து ஜாதியினரும் படத்திற்க்கு அதரவு தருவதற்க்கான காரணம்..போன மாதம் கூட முதலியார் பிள்ளைமார்  எல்லாம் குரங்குல இருந்து வந்தவனுகனு குருமா பேசினான். அதற்க்கு எதிராக அவன் சமுகம் சரர்ந்த ஜாதி எதுல இருந்து வந்தீங்கனே தெரியல என்று பதில் வீடியோ பதிவிட்டதர்க்கு pcr போட்டு உள்ள தள்ளுரானுக. இவனுக சட்டத்தின் பாகுகாப்பில் இருந்து கொண்டு மற்ற சமூகத்தின் மேல் ஆராஜகத்தை கட்டவிழ்த்து விடுகிறார்கள்.,0
matravargal padam eaduthal athu samuga padam namma eadutha athu jathi padama,0
yean pa kutti thambi intha vaati padam flop aagama paathuko. but kodutha kaasuku mattum nadicha pothum. over acting panni ae padatha flop pandra nee,1
neenga ithuvarai yen  sarithra  padam panala why?,0
ajith fans a iruntha like pannunga,0
ethana periyar vanthalum ongala therutha mudiyadhu da,0
விவசாயி தற்கொலை எல்லாம் கடன் தொல்லை காரணம் இல்லையாம்? பொன்னு ஓடிப் போயிருச்சுன்னு தற்கொலை பண்ணிகிறங்களாம்..?,0
trending at #4 - in malaysia,0
"**tha ipo vanga da  4 peraum ore screenla pakurapo ena oru goosbums apdiye thelikuthu .. 2.0 venam, sarkar venam, vishvasam venam ithu onnu pothum 2018 biggest film",0
"adey moda, vaaya podi karapan",1
deta card eka puduma ikmanata iwaravenawa,0
